date,vaccinated
2020-12-08,546.0
2020-12-09,1103.0
2020-12-10,1512.0
2020-12-11,1530.0
2020-12-12,1409.0
2020-12-13,803.0
2020-12-14,1415.0
2020-12-15,2150.0
2020-12-16,2734.0
2020-12-17,2992.0
2020-12-18,3061.0
2020-12-19,2526.0
2020-12-20,3200.0
2020-12-21,4291.0
2020-12-22,4351.0
2020-12-23,5301.0
2020-12-24,2541.0
2020-12-25,55.0
2020-12-26,426.0
2020-12-27,959.0
2020-12-28,1693.0
2020-12-29,4657.0
2020-12-30,8375.0
2020-12-31,7693.0
2021-01-01,2233.0
2021-01-02,3203.0
2021-01-03,2421.0
2021-01-04,5103.0
2021-01-05,8906.0
2021-01-06,11776.0
2021-01-07,14997.0
2021-01-08,16501.0
2021-01-09,13289.0
2021-01-10,9597.0
2021-01-11,14273.0
2021-01-12,16882.0
2021-01-13,18823.0
2021-01-14,19805.0
2021-01-15,22261.0
2021-01-16,17715.0
2021-01-17,12034.0
2021-01-18,16557.0
2021-01-19,18251.0
2021-01-20,20514.0
2021-01-21,21127.0
2021-01-22,22947.0
2021-01-23,18926.0
2021-01-24,10599.0
2021-01-25,13951.0
2021-01-26,15689.0
2021-01-27,16339.0
2021-01-28,16762.0
2021-01-29,18887.0
2021-01-30,15439.0
2021-01-31,10499.0
2021-02-01,11067.0
2021-02-02,12394.0
2021-02-03,14208.0
2021-02-04,14778.0
2021-02-05,15777.0
2021-02-06,16206.0
2021-02-07,7802.0
2021-02-08,9410.0
2021-02-09,11578.0
2021-02-10,12510.0
2021-02-11,14071.0
2021-02-12,15997.0
2021-02-13,17255.0
2021-02-14,8468.0
2021-02-15,10713.0
2021-02-16,15136.0
2021-02-17,21801.0
2021-02-18,22779.0
2021-02-19,21398.0
2021-02-20,21691.0
2021-02-21,9202.0
2021-02-22,11350.0
2021-02-23,22487.0
2021-02-24,29733.0
2021-02-25,34934.0
2021-02-26,36528.0
2021-02-27,34083.0
2021-02-28,13263.0
2021-03-01,11953.0
2021-03-02,12927.0
2021-03-03,18594.0
2021-03-04,26284.0
2021-03-05,33866.0
2021-03-06,34180.0
2021-03-07,10734.0
2021-03-08,11878.0
2021-03-09,12702.0
2021-03-10,15193.0
2021-03-11,10440.0
2021-03-12,25962.0
2021-03-13,36392.0
2021-03-14,14855.0
2021-03-15,19786.0
2021-03-16,24327.0
2021-03-17,25234.0
2021-03-18,27359.0
2021-03-19,31364.0
2021-03-20,38578.0
2021-03-21,17694.0
2021-03-22,17910.0
2021-03-23,19789.0
2021-03-24,22362.0
2021-03-25,24726.0
2021-03-26,29451.0
2021-03-27,37700.0
2021-03-28,20171.0
2021-03-29,19260.0
2021-03-30,20205.0
2021-03-31,24369.0
2021-04-01,16521.0
2021-04-02,9590.0
2021-04-03,10029.0
2021-04-04,3895.0
2021-04-05,2493.0
2021-04-06,7100.0
2021-04-07,7913.0
2021-04-08,6548.0
2021-04-09,6807.0
2021-04-10,7907.0
2021-04-11,3897.0
2021-04-12,3197.0
2021-04-13,3554.0
2021-04-14,4934.0
2021-04-15,4231.0
2021-04-16,5197.0
2021-04-17,5931.0
2021-04-18,3374.0
2021-04-19,2681.0
2021-04-20,3772.0
2021-04-21,4664.0
2021-04-22,5759.0
2021-04-23,7249.0
2021-04-24,7168.0
2021-04-25,3392.0
2021-04-26,3651.0
2021-04-27,4483.0
2021-04-28,6004.0
2021-04-29,7332.0
2021-04-30,5849.0
2021-05-01,4771.0
2021-05-02,2712.0
2021-05-03,1549.0
2021-05-04,2791.0
2021-05-05,4841.0
2021-05-06,6174.0
2021-05-07,7219.0
2021-05-08,6327.0
2021-05-09,3311.0
2021-05-10,4057.0
2021-05-11,10686.0
2021-05-12,26220.0
2021-05-13,29366.0
2021-05-14,27355.0
2021-05-15,32641.0
2021-05-16,17738.0
2021-05-17,10103.0
2021-05-18,30708.0
2021-05-19,49813.0
2021-05-20,48983.0
2021-05-21,33262.0
2021-05-22,32806.0
2021-05-23,17489.0
2021-05-24,14062.0
2021-05-25,44832.0
2021-05-26,73058.0
2021-05-27,81687.0
2021-05-28,60034.0
2021-05-29,57865.0
2021-05-30,41389.0
2021-05-31,34574.0
2021-06-01,35034.0
2021-06-02,70493.0
2021-06-03,91441.0
2021-06-04,83479.0
2021-06-05,100756.0
2021-06-06,58346.0
2021-06-07,46897.0
2021-06-08,62850.0
2021-06-09,97883.0
2021-06-10,115804.0
2021-06-11,115717.0
2021-06-12,146536.0
2021-06-13,81860.0
2021-06-14,77452.0
2021-06-15,101808.0
2021-06-16,110227.0
2021-06-17,122749.0
2021-06-18,110335.0
2021-06-19,127432.0
2021-06-20,69496.0
2021-06-21,59110.0
2021-06-22,68219.0
2021-06-23,72307.0
2021-06-24,79328.0
2021-06-25,73784.0
2021-06-26,86930.0
2021-06-27,46191.0
2021-06-28,37435.0
2021-06-29,38697.0
2021-06-30,40295.0
2021-07-01,40744.0
2021-07-02,35841.0
2021-07-03,40810.0
2021-07-04,20673.0
2021-07-05,21136.0
2021-07-06,21986.0
2021-07-07,24290.0
2021-07-08,26144.0
2021-07-09,27280.0
2021-07-10,29963.0
2021-07-11,12029.0
2021-07-12,14424.0
2021-07-13,17259.0
2021-07-14,17749.0
2021-07-15,19214.0
2021-07-16,18526.0
2021-07-17,21792.0
2021-07-18,10142.0
2021-07-19,11357.0
2021-07-20,12048.0
2021-07-21,13134.0
2021-07-22,12945.0
2021-07-23,12661.0
2021-07-24,13888.0
2021-07-25,7258.0
2021-07-26,9064.0
2021-07-27,9758.0
2021-07-28,10528.0
2021-07-29,10609.0
2021-07-30,10111.0
2021-07-31,11561.0
2021-08-01,6588.0
2021-08-02,7453.0
2021-08-03,8517.0
2021-08-04,9261.0
2021-08-05,9459.0
2021-08-06,8951.0
2021-08-07,10292.0
2021-08-08,5809.0
2021-08-09,6843.0
2021-08-10,7704.0
2021-08-11,8293.0
2021-08-12,8225.0
2021-08-13,7298.0
2021-08-14,8593.0
2021-08-15,4622.0
2021-08-16,5952.0
2021-08-17,6159.0
2021-08-18,6615.0
2021-08-19,6886.0
2021-08-20,6798.0
2021-08-21,7435.0
2021-08-22,4038.0
2021-08-23,4989.0
2021-08-24,6239.0
2021-08-25,6558.0
2021-08-26,6261.0
2021-08-27,5955.0
2021-08-28,6008.0
2021-08-29,3244.0
2021-08-30,2681.0
2021-08-31,5065.0
2021-09-01,5684.0
2021-09-02,5714.0
2021-09-03,5802.0
2021-09-04,6426.0
2021-09-05,3367.0
2021-09-06,4307.0
2021-09-07,4687.0
2021-09-08,5075.0
2021-09-09,5296.0
2021-09-10,5490.0
2021-09-11,5746.0
2021-09-12,3067.0
2021-09-13,4195.0
2021-09-14,4389.0
2021-09-15,4764.0
2021-09-16,4743.0
2021-09-17,4403.0
2021-09-18,5438.0
2021-09-19,2713.0
2021-09-20,4541.0
2021-09-21,4378.0
2021-09-22,4297.0
2021-09-23,4530.0
2021-09-24,4344.0
2021-09-25,4342.0
2021-09-26,2296.0
2021-09-27,3262.0
2021-09-28,3520.0
2021-09-29,3660.0
2021-09-30,3651.0
2021-10-01,3815.0
2021-10-02,3739.0
2021-10-03,2228.0
2021-10-04,3293.0
2021-10-05,3454.0
2021-10-06,3760.0
2021-10-07,3576.0
2021-10-08,4021.0
2021-10-09,4079.0
2021-10-10,2404.0
2021-10-11,3327.0
2021-10-12,3692.0
2021-10-13,3660.0
2021-10-14,3649.0
2021-10-15,3929.0
2021-10-16,4086.0
2021-10-17,2097.0
2021-10-18,3237.0
2021-10-19,3442.0
2021-10-20,3716.0
2021-10-21,3673.0
2021-10-22,3810.0
2021-10-23,4296.0
2021-10-24,2339.0
2021-10-25,3382.0
2021-10-26,3235.0
2021-10-27,3297.0
2021-10-28,3122.0
2021-10-29,2970.0
2021-10-30,3211.0
2021-10-31,1627.0
2021-11-01,2713.0
2021-11-02,2965.0
2021-11-03,3007.0
2021-11-04,2810.0
2021-11-05,3215.0
2021-11-06,3408.0
2021-11-07,1614.0
2021-11-08,2750.0
2021-11-09,3042.0
2021-11-10,3279.0
2021-11-11,3059.0
2021-11-12,3366.0
2021-11-13,3663.0
2021-11-14,1769.0
2021-11-15,2587.0
2021-11-16,2814.0
2021-11-17,3108.0
2021-11-18,3089.0
2021-11-19,3011.0
2021-11-20,3447.0
2021-11-21,1790.0
2021-11-22,2495.0
2021-11-23,2889.0
2021-11-24,2797.0
2021-11-25,2936.0
2021-11-26,2839.0
2021-11-27,3311.0
2021-11-28,2060.0
2021-11-29,2733.0
2021-11-30,3378.0
2021-12-01,3489.0
2021-12-02,3490.0
2021-12-03,3452.0
2021-12-04,3591.0
2021-12-05,2055.0
2021-12-06,2962.0
2021-12-07,3176.0
2021-12-08,3399.0
2021-12-09,3787.0
2021-12-10,3798.0
2021-12-11,3794.0
2021-12-12,2847.0
2021-12-13,3704.0
2021-12-14,4653.0
2021-12-15,5279.0
2021-12-16,6105.0
2021-12-17,6157.0
2021-12-18,6925.0
2021-12-19,5785.0
2021-12-20,6834.0
2021-12-21,6747.0
2021-12-22,7075.0
2021-12-23,5680.0
2021-12-24,2373.0
2021-12-25,151.0
2021-12-26,439.0
2021-12-27,3406.0
2021-12-28,4267.0
2021-12-29,5917.0
2021-12-30,5641.0
2021-12-31,2510.0
2022-01-01,494.0
2022-01-02,2106.0
2022-01-03,3071.0
2022-01-04,4374.0
2022-01-05,5016.0
2022-01-06,5121.0
2022-01-07,4643.0
2022-01-08,5146.0
2022-01-09,3127.0
2022-01-10,3458.0
2022-01-11,3718.0
2022-01-12,3873.0
2022-01-13,3774.0
2022-01-14,3914.0
2022-01-15,4402.0
2022-01-16,2380.0
2022-01-17,3160.0
2022-01-18,3346.0
2022-01-19,3260.0
2022-01-20,2978.0
2022-01-21,2969.0
2022-01-22,3051.0
2022-01-23,1523.0
2022-01-24,2392.0
2022-01-25,2585.0
2022-01-26,2639.0
2022-01-27,2833.0
2022-01-28,2961.0
2022-01-29,2993.0
2022-01-30,1749.0
2022-01-31,2283.0
2022-02-01,2122.0
2022-02-02,2006.0
2022-02-03,2033.0
2022-02-04,1653.0
2022-02-05,1730.0
2022-02-06,877.0
2022-02-07,1431.0
2022-02-08,1580.0
2022-02-09,1567.0
2022-02-10,1303.0
2022-02-11,1437.0
2022-02-12,1530.0
2022-02-13,665.0
2022-02-14,1095.0
2022-02-15,1230.0
2022-02-16,1161.0
2022-02-17,1208.0
2022-02-18,988.0
2022-02-19,1201.0
2022-02-20,587.0
2022-02-21,1118.0
2022-02-22,997.0
2022-02-23,1199.0
2022-02-24,1107.0
2022-02-25,1127.0
2022-02-26,1154.0
2022-02-27,536.0
2022-02-28,869.0
2022-03-01,888.0
2022-03-02,982.0
2022-03-03,951.0
2022-03-04,887.0
2022-03-05,958.0
2022-03-06,361.0
2022-03-07,776.0
2022-03-08,785.0
2022-03-09,846.0
2022-03-10,764.0
2022-03-11,800.0
2022-03-12,950.0
2022-03-13,394.0
2022-03-14,764.0
2022-03-15,726.0
2022-03-16,696.0
2022-03-17,729.0
2022-03-18,707.0
2022-03-19,750.0
2022-03-20,381.0
2022-03-21,634.0
2022-03-22,679.0
2022-03-23,623.0
2022-03-24,586.0
2022-03-25,628.0
2022-03-26,597.0
2022-03-27,256.0
2022-03-28,464.0
2022-03-29,522.0
2022-03-30,565.0
2022-03-31,671.0
2022-04-01,539.0
2022-04-02,592.0
2022-04-03,267.0
2022-04-04,544.0
2022-04-05,510.0
2022-04-06,592.0
2022-04-07,490.0
2022-04-08,647.0
2022-04-09,631.0
2022-04-10,331.0
2022-04-11,570.0
2022-04-12,462.0
2022-04-13,565.0
2022-04-14,527.0
2022-04-15,233.0
2022-04-16,418.0
2022-04-17,97.0
2022-04-18,157.0
2022-04-19,585.0
2022-04-20,560.0
2022-04-21,536.0
2022-04-22,498.0
2022-04-23,501.0
2022-04-24,254.0
2022-04-25,455.0
2022-04-26,444.0
2022-04-27,540.0
2022-04-28,447.0
2022-04-29,443.0
2022-04-30,496.0
2022-05-01,161.0
2022-05-02,92.0
2022-05-03,463.0
2022-05-04,517.0
2022-05-05,507.0
2022-05-06,529.0
2022-05-07,495.0
2022-05-08,170.0
2022-05-09,450.0
2022-05-10,461.0
2022-05-11,440.0
2022-05-12,405.0
2022-05-13,405.0
2022-05-14,471.0
2022-05-15,176.0
2022-05-16,411.0
2022-05-17,392.0
2022-05-18,418.0
2022-05-19,388.0
2022-05-20,396.0
2022-05-21,413.0
2022-05-22,163.0
2022-05-23,339.0
2022-05-24,324.0
2022-05-25,299.0
2022-05-26,315.0
2022-05-27,308.0
2022-05-28,301.0
2022-05-29,129.0
2022-05-30,294.0
2022-05-31,305.0
2022-06-01,309.0
2022-06-02,64.0
2022-06-03,51.0
2022-06-04,206.0
2022-06-05,81.0
